Soil Nutrient,Irrigation Frequency,Pesticide Application,Sunlight Exposure,Crop Yield
0.5488135039273248,0.7151893663724195,0.6027633760716439,0.5448831829968969,5.1135549152679545
0.4236547993389047,0.6458941130666561,0.4375872112626925,0.8917730007820798,3.72768581701659
0.9636627605010293,0.3834415188257777,0.7917250380826646,0.5288949197529045,4.395983534811402
0.5680445610939323,0.925596638292661,0.07103605819788694,0.08712929970154071,5.140741580189711
0.02021839744032572,0.832619845547938,0.7781567509498505,0.8700121482468192,3.0137117233159074
0.978618342232764,0.7991585642167236,0.46147936225293185,0.7805291762864555,4.706518255773499
0.11827442586893322,0.6399210213275238,0.1433532874090464,0.9446689170495839,2.458796496177524
0.5218483217500717,0.4146619399905236,0.26455561210462697,0.7742336894342167,3.165984315662837
0.45615033221654855,0.5684339488686485,0.018789800436355142,0.6176354970758771,2.9124335089409352
0.6120957227224214,0.6169339968747569,0.9437480785146242,0.6818202991034834,4.5446385110028835
0.359507900573786,0.43703195379934145,0.6976311959272649,0.06022547162926983,3.045044790155481
0.6667667154456677,0.6706378696181594,0.2103825610738409,0.1289262976548533,3.618178753892827
0.31542835092418386,0.3637107709426226,0.5701967704178796,0.43860151346232035,2.076980538482422
0.9883738380592262,0.10204481074802807,0.2088767560948347,0.16130951788499626,1.8638590128932098
0.6531083254653984,0.2532916025397821,0.4663107728563063,0.24442559200160274,3.162286771559344
0.15896958364551972,0.11037514116430513,0.6563295894652734,0.1381829513486138,0.8117353676606438
0.1965823616800535,0.3687251706609641,0.8209932298479351,0.09710127579306127,1.6220254588205796
0.8379449074988039,0.09609840789396307,0.9764594650133958,0.4686512016477016,3.350907585897748
0.9767610881903371,0.604845519745046,0.7392635793983017,0.039187792254320675,4.73888098467661
0.2828069625764096,0.1201965612131689,0.29614019752214493,0.11872771895424405,3.6865012618508746
0.317983179393976,0.41426299451466997,0.06414749634878436,0.6924721193700198,1.6165123706839144
0.5666014542065752,0.2653894909394454,0.5232480534666997,0.09394051075844168,3.7044744417802518
0.5759464955561793,0.9292961975762141,0.31856895245132366,0.6674103799636817,5.498528536704459
0.13179786240439217,0.7163272041185655,0.2894060929472011,0.18319136200711683,1.7493372023851046
0.5865129348100832,0.020107546187493552,0.8289400292173631,0.004695476192547066,3.2523592675075643
0.6778165367962301,0.27000797319216485,0.7351940221225949,0.9621885451174382,2.565661658718249
0.24875314351995803,0.5761573344178369,0.592041931271839,0.5722519057908734,0.7409949020998812
0.2230816326406183,0.952749011516985,0.44712537861762736,0.8464086724711278,5.004622228353577
0.6994792753175043,0.29743695085513366,0.8137978197024772,0.39650574084698464,1.9543284197398987
0.8811031971111616,0.5812728726358587,0.8817353618548528,0.6925315900777659,5.625828311756975
0.7252542798196405,0.5013243819267023,0.9560836347232239,0.6439901992296374,4.026591359381826
0.4238550485581797,0.6063932141279244,0.019193198309333526,0.30157481667454933,4.506017741491279
